long_name,county_name,state_abbr,state_name,region_name,division_name,fips
"KS, Barton County",Barton County,KS,Kansas,Midwest,West North Central,20009.0
"KS, Bourbon County",Bourbon County,KS,Kansas,Midwest,West North Central,20011.0
"KS, Brown County",Brown County,KS,Kansas,Midwest,West North Central,20013.0
"KS, Butler County",Butler County,KS,Kansas,Midwest,West North Central,20015.0
"KS, Chase County",Chase County,KS,Kansas,Midwest,West North Central,20017.0
"KS, Chautauqua County",Chautauqua County,KS,Kansas,Midwest,West North Central,20019.0
"KS, Cherokee County",Cherokee County,KS,Kansas,Midwest,West North Central,20021.0
"KS, Cheyenne County",Cheyenne County,KS,Kansas,Midwest,West North Central,20023.0
"KS, Clark County",Clark County,KS,Kansas,Midwest,West North Central,20025.0
"KS, Clay County",Clay County,KS,Kansas,Midwest,West North Central,20027.0
"KS, Cloud County",Cloud County,KS,Kansas,Midwest,West North Central,20029.0
"KS, Coffey County",Coffey County,KS,Kansas,Midwest,West North Central,20031.0
"KS, Comanche County",Comanche County,KS,Kansas,Midwest,West North Central,20033.0
"KS, Cowley County",Cowley County,KS,Kansas,Midwest,West North Central,20035.0
"KS, Crawford County",Crawford County,KS,Kansas,Midwest,West North Central,20037.0
"KS, Decatur County",Decatur County,KS,Kansas,Midwest,West North Central,20039.0
"KS, Dickinson County",Dickinson County,KS,Kansas,Midwest,West North Central,20041.0
"KS, Doniphan County",Doniphan County,KS,Kansas,Midwest,West North Central,20043.0
"KS, Douglas County",Douglas County,KS,Kansas,Midwest,West North Central,20045.0
"KS, Edwards County",Edwards County,KS,Kansas,Midwest,West North Central,20047.0
"KS, Elk County",Elk County,KS,Kansas,Midwest,West North Central,20049.0
"KS, Ellis County",Ellis County,KS,Kansas,Midwest,West North Central,20051.0
"KS, Ellsworth County",Ellsworth County,KS,Kansas,Midwest,West North Central,20053.0
"KS, Finney County",Finney County,KS,Kansas,Midwest,West North Central,20055.0
"KS, Ford County",Ford County,KS,Kansas,Midwest,West North Central,20057.0
"KS, Franklin County",Franklin County,KS,Kansas,Midwest,West North Central,20059.0
"KS, Geary County",Geary County,KS,Kansas,Midwest,West North Central,20061.0
"KS, Gove County",Gove County,KS,Kansas,Midwest,West North Central,20063.0
"KS, Graham County",Graham County,KS,Kansas,Midwest,West North Central,20065.0
"KS, Grant County",Grant County,KS,Kansas,Midwest,West North Central,20067.0
"KS, Gray County",Gray County,KS,Kansas,Midwest,West North Central,20069.0
"KS, Greeley County",Greeley County,KS,Kansas,Midwest,West North Central,20071.0
"KS, Greenwood County",Greenwood County,KS,Kansas,Midwest,West North Central,20073.0
"KS, Hamilton County",Hamilton County,KS,Kansas,Midwest,West North Central,20075.0
"KS, Harper County",Harper County,KS,Kansas,Midwest,West North Central,20077.0
"KS, Harvey County",Harvey County,KS,Kansas,Midwest,West North Central,20079.0
"KS, Haskell County",Haskell County,KS,Kansas,Midwest,West North Central,20081.0
"KS, Hodgeman County",Hodgeman County,KS,Kansas,Midwest,West North Central,20083.0
"KS, Jackson County",Jackson County,KS,Kansas,Midwest,West North Central,20085.0
"KS, Jefferson County",Jefferson County,KS,Kansas,Midwest,West North Central,20087.0
"KS, Jewell County",Jewell County,KS,Kansas,Midwest,West North Central,20089.0
"KS, Johnson County",Johnson County,KS,Kansas,Midwest,West North Central,20091.0
"KS, Kearny County",Kearny County,KS,Kansas,Midwest,West North Central,20093.0
"KS, Kingman County",Kingman County,KS,Kansas,Midwest,West North Central,20095.0
"KS, Kiowa County",Kiowa County,KS,Kansas,Midwest,West North Central,20097.0
"KS, Labette County",Labette County,KS,Kansas,Midwest,West North Central,20099.0
"KS, Lane County",Lane County,KS,Kansas,Midwest,West North Central,20101.0
"KS, Leavenworth County",Leavenworth County,KS,Kansas,Midwest,West North Central,20103.0
"KS, Lincoln County",Lincoln County,KS,Kansas,Midwest,West North Central,20105.0
"KS, Linn County",Linn County,KS,Kansas,Midwest,West North Central,20107.0
"KS, Logan County",Logan County,KS,Kansas,Midwest,West North Central,20109.0
"KS, Lyon County",Lyon County,KS,Kansas,Midwest,West North Central,20111.0
"KS, Marion County",Marion County,KS,Kansas,Midwest,West North Central,20115.0
"KS, Marshall County",Marshall County,KS,Kansas,Midwest,West North Central,20117.0
"KS, McPherson County",McPherson County,KS,Kansas,Midwest,West North Central,20113.0
"KS, Meade County",Meade County,KS,Kansas,Midwest,West North Central,20119.0
"KS, Miami County",Miami County,KS,Kansas,Midwest,West North Central,20121.0
"KS, Mitchell County",Mitchell County,KS,Kansas,Midwest,West North Central,20123.0
"KS, Montgomery County",Montgomery County,KS,Kansas,Midwest,West North Central,20125.0
"KS, Morris County",Morris County,KS,Kansas,Midwest,West North Central,20127.0
"KS, Morton County",Morton County,KS,Kansas,Midwest,West North Central,20129.0
"KS, Nemaha County",Nemaha County,KS,Kansas,Midwest,West North Central,20131.0
"KS, Neosho County",Neosho County,KS,Kansas,Midwest,West North Central,20133.0
"KS, Ness County",Ness County,KS,Kansas,Midwest,West North Central,20135.0
"KS, Norton County",Norton County,KS,Kansas,Midwest,West North Central,20137.0
"KS, Osage County",Osage County,KS,Kansas,Midwest,West North Central,20139.0
"KS, Osborne County",Osborne County,KS,Kansas,Midwest,West North Central,20141.0
"KS, Ottawa County",Ottawa County,KS,Kansas,Midwest,West North Central,20143.0
"KS, Pawnee County",Pawnee County,KS,Kansas,Midwest,West North Central,20145.0
"KS, Phillips County",Phillips County,KS,Kansas,Midwest,West North Central,20147.0
"KS, Pottawatomie County",Pottawatomie County,KS,Kansas,Midwest,West North Central,20149.0
"KS, Pratt County",Pratt County,KS,Kansas,Midwest,West North Central,20151.0
"KS, Rawlins County",Rawlins County,KS,Kansas,Midwest,West North Central,20153.0
"KS, Reno County",Reno County,KS,Kansas,Midwest,West North Central,20155.0
"KS, Republic County",Republic County,KS,Kansas,Midwest,West North Central,20157.0
"KS, Rice County",Rice County,KS,Kansas,Midwest,West North Central,20159.0
"KS, Riley County",Riley County,KS,Kansas,Midwest,West North Central,20161.0
"KS, Rooks County",Rooks County,KS,Kansas,Midwest,West North Central,20163.0
"KS, Rush County",Rush County,KS,Kansas,Midwest,West North Central,20165.0
"KS, Russell County",Russell County,KS,Kansas,Midwest,West North Central,20167.0
"KS, Saline County",Saline County,KS,Kansas,Midwest,West North Central,20169.0
"KS, Scott County",Scott County,KS,Kansas,Midwest,West North Central,20171.0
"KS, Sedgwick County",Sedgwick County,KS,Kansas,Midwest,West North Central,20173.0
"KS, Seward County",Seward County,KS,Kansas,Midwest,West North Central,20175.0
"KS, Shawnee County",Shawnee County,KS,Kansas,Midwest,West North Central,20177.0
"KS, Sheridan County",Sheridan County,KS,Kansas,Midwest,West North Central,20179.0
"KS, Sherman County",Sherman County,KS,Kansas,Midwest,West North Central,20181.0
"KS, Smith County",Smith County,KS,Kansas,Midwest,West North Central,20183.0
"KS, Stafford County",Stafford County,KS,Kansas,Midwest,West North Central,20185.0
"KS, Stanton County",Stanton County,KS,Kansas,Midwest,West North Central,20187.0
"KS, Stevens County",Stevens County,KS,Kansas,Midwest,West North Central,20189.0
"KS, Sumner County",Sumner County,KS,Kansas,Midwest,West North Central,20191.0
"KS, Thomas County",Thomas County,KS,Kansas,Midwest,West North Central,20193.0
"KS, Trego County",Trego County,KS,Kansas,Midwest,West North Central,20195.0
"KS, Wabaunsee County",Wabaunsee County,KS,Kansas,Midwest,West North Central,20197.0
"KS, Wallace County",Wallace County,KS,Kansas,Midwest,West North Central,20199.0
"KS, Washington County",Washington County,KS,Kansas,Midwest,West North Central,20201.0
"KS, Wichita County",Wichita County,KS,Kansas,Midwest,West North Central,20203.0
"KS, Wilson County",Wilson County,KS,Kansas,Midwest,West North Central,20205.0
"KS, Woodson County",Woodson County,KS,Kansas,Midwest,West North Central,20207.0
"KS, Wyandotte County",Wyandotte County,KS,Kansas,Midwest,West North Central,20209.0
"KY, Adair County",Adair County,KY,Kentucky,South,East South Central,21001.0
"KY, Allen County",Allen County,KY,Kentucky,South,East South Central,21003.0
"KY, Anderson County",Anderson County,KY,Kentucky,South,East South Central,21005.0
"KY, Ballard County",Ballard County,KY,Kentucky,South,East South Central,21007.0
"KY, Barren County",Barren County,KY,Kentucky,South,East South Central,21009.0
"KY, Bath County",Bath County,KY,Kentucky,South,East South Central,21011.0
"KY, Bell County",Bell County,KY,Kentucky,South,East South Central,21013.0
"KY, Boone County",Boone County,KY,Kentucky,South,East South Central,21015.0
"KY, Bourbon County",Bourbon County,KY,Kentucky,South,East South Central,21017.0
"KY, Boyd County",Boyd County,KY,Kentucky,South,East South Central,21019.0
"KY, Boyle County",Boyle County,KY,Kentucky,South,East South Central,21021.0
"KY, Bracken County",Bracken County,KY,Kentucky,South,East South Central,21023.0
"KY, Breathitt County",Breathitt County,KY,Kentucky,South,East South Central,21025.0
"KY, Breckinridge County",Breckinridge County,KY,Kentucky,South,East South Central,21027.0
"KY, Bullitt County",Bullitt County,KY,Kentucky,South,East South Central,21029.0
"KY, Butler County",Butler County,KY,Kentucky,South,East South Central,21031.0
"KY, Caldwell County",Caldwell County,KY,Kentucky,South,East South Central,21033.0
"KY, Calloway County",Calloway County,KY,Kentucky,South,East South Central,21035.0
"KY, Campbell County",Campbell County,KY,Kentucky,South,East South Central,21037.0
"KY, Carlisle County",Carlisle County,KY,Kentucky,South,East South Central,21039.0
"KY, Carroll County",Carroll County,KY,Kentucky,South,East South Central,21041.0
"KY, Carter County",Carter County,KY,Kentucky,South,East South Central,21043.0
"KY, Casey County",Casey County,KY,Kentucky,South,East South Central,21045.0
"KY, Christian County",Christian County,KY,Kentucky,South,East South Central,21047.0
"KY, Clark County",Clark County,KY,Kentucky,South,East South Central,21049.0
"KY, Clay County",Clay County,KY,Kentucky,South,East South Central,21051.0
"KY, Clinton County",Clinton County,KY,Kentucky,South,East South Central,21053.0
"KY, Crittenden County",Crittenden County,KY,Kentucky,South,East South Central,21055.0
"KY, Cumberland County",Cumberland County,KY,Kentucky,South,East South Central,21057.0
"KY, Daviess County",Daviess County,KY,Kentucky,South,East South Central,21059.0
"KY, Edmonson County",Edmonson County,KY,Kentucky,South,East South Central,21061.0
"KY, Elliott County",Elliott County,KY,Kentucky,South,East South Central,21063.0
"KY, Estill County",Estill County,KY,Kentucky,South,East South Central,21065.0
"KY, Fayette County",Fayette County,KY,Kentucky,South,East South Central,21067.0
"KY, Fleming County",Fleming County,KY,Kentucky,South,East South Central,21069.0
"KY, Floyd County",Floyd County,KY,Kentucky,South,East South Central,21071.0
"KY, Franklin County",Franklin County,KY,Kentucky,South,East South Central,21073.0
"KY, Fulton County",Fulton County,KY,Kentucky,South,East South Central,21075.0
"KY, Gallatin County",Gallatin County,KY,Kentucky,South,East South Central,21077.0
"KY, Garrard County",Garrard County,KY,Kentucky,South,East South Central,21079.0
"KY, Grant County",Grant County,KY,Kentucky,South,East South Central,21081.0
"KY, Graves County",Graves County,KY,Kentucky,South,East South Central,21083.0
"KY, Grayson County",Grayson County,KY,Kentucky,South,East South Central,21085.0
"KY, Green County",Green County,KY,Kentucky,South,East South Central,21087.0
"KY, Greenup County",Greenup County,KY,Kentucky,South,East South Central,21089.0
"KY, Hancock County",Hancock County,KY,Kentucky,South,East South Central,21091.0
"KY, Hardin County",Hardin County,KY,Kentucky,South,East South Central,21093.0
"KY, Harlan County",Harlan County,KY,Kentucky,South,East South Central,21095.0
"KY, Harrison County",Harrison County,KY,Kentucky,South,East South Central,21097.0
"KY, Hart County",Hart County,KY,Kentucky,South,East South Central,21099.0
"KY, Henderson County",Henderson County,KY,Kentucky,South,East South Central,21101.0
"KY, Henry County",Henry County,KY,Kentucky,South,East South Central,21103.0
"KY, Hickman County",Hickman County,KY,Kentucky,South,East South Central,21105.0
"KY, Hopkins County",Hopkins County,KY,Kentucky,South,East South Central,21107.0
"KY, Jackson County",Jackson County,KY,Kentucky,South,East South Central,21109.0
"KY, Jefferson County",Jefferson County,KY,Kentucky,South,East South Central,21111.0
"KY, Jessamine County",Jessamine County,KY,Kentucky,South,East South Central,21113.0
"KY, Johnson County",Johnson County,KY,Kentucky,South,East South Central,21115.0
"KY, Kenton County",Kenton County,KY,Kentucky,South,East South Central,21117.0
"KY, Knott County",Knott County,KY,Kentucky,South,East South Central,21119.0
"KY, Knox County",Knox County,KY,Kentucky,South,East South Central,21121.0
"KY, Larue County",Larue County,KY,Kentucky,South,East South Central,21123.0
"KY, Laurel County",Laurel County,KY,Kentucky,South,East South Central,21125.0
"KY, Lawrence County",Lawrence County,KY,Kentucky,South,East South Central,21127.0
"KY, Lee County",Lee County,KY,Kentucky,South,East South Central,21129.0
"KY, Leslie County",Leslie County,KY,Kentucky,South,East South Central,21131.0
"KY, Letcher County",Letcher County,KY,Kentucky,South,East South Central,21133.0
"KY, Lewis County",Lewis County,KY,Kentucky,South,East South Central,21135.0
"KY, Lincoln County",Lincoln County,KY,Kentucky,South,East South Central,21137.0
"KY, Livingston County",Livingston County,KY,Kentucky,South,East South Central,21139.0
"KY, Logan County",Logan County,KY,Kentucky,South,East South Central,21141.0
"KY, Lyon County",Lyon County,KY,Kentucky,South,East South Central,21143.0
"KY, Madison County",Madison County,KY,Kentucky,South,East South Central,21151.0
"KY, Magoffin County",Magoffin County,KY,Kentucky,South,East South Central,21153.0
"KY, Marion County",Marion County,KY,Kentucky,South,East South Central,21155.0
"KY, Marshall County",Marshall County,KY,Kentucky,South,East South Central,21157.0
"KY, Martin County",Martin County,KY,Kentucky,South,East South Central,21159.0
"KY, Mason County",Mason County,KY,Kentucky,South,East South Central,21161.0
"KY, McCracken County",McCracken County,KY,Kentucky,South,East South Central,21145.0
"KY, McCreary County",McCreary County,KY,Kentucky,South,East South Central,21147.0
"KY, McLean County",McLean County,KY,Kentucky,South,East South Central,21149.0
"KY, Meade County",Meade County,KY,Kentucky,South,East South Central,21163.0
"KY, Menifee County",Menifee County,KY,Kentucky,South,East South Central,21165.0
"KY, Mercer County",Mercer County,KY,Kentucky,South,East South Central,21167.0
"KY, Metcalfe County",Metcalfe County,KY,Kentucky,South,East South Central,21169.0
"KY, Monroe County",Monroe County,KY,Kentucky,South,East South Central,21171.0
"KY, Montgomery County",Montgomery County,KY,Kentucky,South,East South Central,21173.0
"KY, Morgan County",Morgan County,KY,Kentucky,South,East South Central,21175.0
"KY, Muhlenberg County",Muhlenberg County,KY,Kentucky,South,East South Central,21177.0
"KY, Nelson County",Nelson County,KY,Kentucky,South,East South Central,21179.0
"KY, Nicholas County",Nicholas County,KY,Kentucky,South,East South Central,21181.0
"KY, Ohio County",Ohio County,KY,Kentucky,South,East South Central,21183.0
"KY, Oldham County",Oldham County,KY,Kentucky,South,East South Central,21185.0
"KY, Owen County",Owen County,KY,Kentucky,South,East South Central,21187.0
"KY, Owsley County",Owsley County,KY,Kentucky,South,East South Central,21189.0
"KY, Pendleton County",Pendleton County,KY,Kentucky,South,East South Central,21191.0
"KY, Perry County",Perry County,KY,Kentucky,South,East South Central,21193.0
"KY, Pike County",Pike County,KY,Kentucky,South,East South Central,21195.0
"KY, Powell County",Powell County,KY,Kentucky,South,East South Central,21197.0
"KY, Pulaski County",Pulaski County,KY,Kentucky,South,East South Central,21199.0
"KY, Robertson County",Robertson County,KY,Kentucky,South,East South Central,21201.0
"KY, Rockcastle County",Rockcastle County,KY,Kentucky,South,East South Central,21203.0
"KY, Rowan County",Rowan County,KY,Kentucky,South,East South Central,21205.0
"KY, Russell County",Russell County,KY,Kentucky,South,East South Central,21207.0
"KY, Scott County",Scott County,KY,Kentucky,South,East South Central,21209.0
"KY, Shelby County",Shelby County,KY,Kentucky,South,East South Central,21211.0
"KY, Simpson County",Simpson County,KY,Kentucky,South,East South Central,21213.0
"KY, Spencer County",Spencer County,KY,Kentucky,South,East South Central,21215.0
"KY, Taylor County",Taylor County,KY,Kentucky,South,East South Central,21217.0
"KY, Todd County",Todd County,KY,Kentucky,South,East South Central,21219.0
"KY, Trigg County",Trigg County,KY,Kentucky,South,East South Central,21221.0
"KY, Trimble County",Trimble County,KY,Kentucky,South,East South Central,21223.0
"KY, Union County",Union County,KY,Kentucky,South,East South Central,21225.0
"KY, Warren County",Warren County,KY,Kentucky,South,East South Central,21227.0
"KY, Washington County",Washington County,KY,Kentucky,South,East South Central,21229.0
"KY, Wayne County",Wayne County,KY,Kentucky,South,East South Central,21231.0
"KY, Webster County",Webster County,KY,Kentucky,South,East South Central,21233.0
"KY, Whitley County",Whitley County,KY,Kentucky,South,East South Central,21235.0
"KY, Wolfe County",Wolfe County,KY,Kentucky,South,East South Central,21237.0
"KY, Woodford County",Woodford County,KY,Kentucky,South,East South Central,21239.0
"LA, Acadia Parish",Acadia Parish,LA,Louisiana,South,West South Central,22001.0
"LA, Allen Parish",Allen Parish,LA,Louisiana,South,West South Central,22003.0
"LA, Ascension Parish",Ascension Parish,LA,Louisiana,South,West South Central,22005.0
"LA, Assumption Parish",Assumption Parish,LA,Louisiana,South,West South Central,22007.0
"LA, Avoyelles Parish",Avoyelles Parish,LA,Louisiana,South,West South Central,22009.0
"LA, Beauregard Parish",Beauregard Parish,LA,Louisiana,South,West South Central,22011.0
"LA, Bienville Parish",Bienville Parish,LA,Louisiana,South,West South Central,22013.0
"LA, Bossier Parish",Bossier Parish,LA,Louisiana,South,West South Central,22015.0
"LA, Caddo Parish",Caddo Parish,LA,Louisiana,South,West South Central,22017.0
"LA, Calcasieu Parish",Calcasieu Parish,LA,Louisiana,South,West South Central,22019.0
"LA, Caldwell Parish",Caldwell Parish,LA,Louisiana,South,West South Central,22021.0
"LA, Cameron Parish",Cameron Parish,LA,Louisiana,South,West South Central,22023.0
"LA, Catahoula Parish",Catahoula Parish,LA,Louisiana,South,West South Central,22025.0
"LA, Claiborne Parish",Claiborne Parish,LA,Louisiana,South,West South Central,22027.0
"LA, Concordia Parish",Concordia Parish,LA,Louisiana,South,West South Central,22029.0
"LA, De Soto Parish",De Soto Parish,LA,Louisiana,South,West South Central,22031.0
"LA, East Baton Rouge Parish",East Baton Rouge Parish,LA,Louisiana,South,West South Central,22033.0
"LA, East Carroll Parish",East Carroll Parish,LA,Louisiana,South,West South Central,22035.0
"LA, East Feliciana Parish",East Feliciana Parish,LA,Louisiana,South,West South Central,22037.0
"LA, Evangeline Parish",Evangeline Parish,LA,Louisiana,South,West South Central,22039.0
"LA, Franklin Parish",Franklin Parish,LA,Louisiana,South,West South Central,22041.0
"LA, Grant Parish",Grant Parish,LA,Louisiana,South,West South Central,22043.0
"LA, Iberia Parish",Iberia Parish,LA,Louisiana,South,West South Central,22045.0
"LA, Iberville Parish",Iberville Parish,LA,Louisiana,South,West South Central,22047.0
"LA, Jackson Parish",Jackson Parish,LA,Louisiana,South,West South Central,22049.0
"LA, Jefferson Davis Parish",Jefferson Davis Parish,LA,Louisiana,South,West South Central,22053.0
"LA, Jefferson Parish",Jefferson Parish,LA,Louisiana,South,West South Central,22051.0
"LA, La Salle Parish",La Salle Parish,LA,Louisiana,South,West South Central,22059.0
"LA, Lafayette Parish",Lafayette Parish,LA,Louisiana,South,West South Central,22055.0
"LA, Lafourche Parish",Lafourche Parish,LA,Louisiana,South,West South Central,22057.0
"LA, Lincoln Parish",Lincoln Parish,LA,Louisiana,South,West South Central,22061.0
"LA, Livingston Parish",Livingston Parish,LA,Louisiana,South,West South Central,22063.0
"LA, Madison Parish",Madison Parish,LA,Louisiana,South,West South Central,22065.0
"LA, Morehouse Parish",Morehouse Parish,LA,Louisiana,South,West South Central,22067.0
"LA, Natchitoches Parish",Natchitoches Parish,LA,Louisiana,South,West South Central,22069.0
"LA, Orleans Parish",Orleans Parish,LA,Louisiana,South,West South Central,22071.0
"LA, Ouachita Parish",Ouachita Parish,LA,Louisiana,South,West South Central,22073.0
"LA, Plaquemines Parish",Plaquemines Parish,LA,Louisiana,South,West South Central,22075.0
"LA, Pointe Coupee Parish",Pointe Coupee Parish,LA,Louisiana,South,West South Central,22077.0
"LA, Rapides Parish",Rapides Parish,LA,Louisiana,South,West South Central,22079.0
"LA, Red River Parish",Red River Parish,LA,Louisiana,South,West South Central,22081.0
"LA, Richland Parish",Richland Parish,LA,Louisiana,South,West South Central,22083.0
"LA, Sabine Parish",Sabine Parish,LA,Louisiana,South,West South Central,22085.0
"LA, St. Bernard Parish",St. Bernard Parish,LA,Louisiana,South,West South Central,22087.0
"LA, St. Charles Parish",St. Charles Parish,LA,Louisiana,South,West South Central,22089.0
"LA, St. Helena Parish",St. Helena Parish,LA,Louisiana,South,West South Central,22091.0
"LA, St. James Parish",St. James Parish,LA,Louisiana,South,West South Central,22093.0
"LA, St. John the Baptist Parish",St. John the Baptist Parish,LA,Louisiana,South,West South Central,22095.0
"LA, St. Landry Parish",St. Landry Parish,LA,Louisiana,South,West South Central,22097.0
"LA, St. Martin Parish",St. Martin Parish,LA,Louisiana,South,West South Central,22099.0
"LA, St. Mary Parish",St. Mary Parish,LA,Louisiana,South,West South Central,22101.0
"LA, St. Tammany Parish",St. Tammany Parish,LA,Louisiana,South,West South Central,22103.0
"LA, Tangipahoa Parish",Tangipahoa Parish,LA,Louisiana,South,West South Central,22105.0
"LA, Tensas Parish",Tensas Parish,LA,Louisiana,South,West South Central,22107.0
"LA, Terrebonne Parish",Terrebonne Parish,LA,Louisiana,South,West South Central,22109.0
"LA, Union Parish",Union Parish,LA,Louisiana,South,West South Central,22111.0
"LA, Vermilion Parish",Vermilion Parish,LA,Louisiana,South,West South Central,22113.0
"LA, Vernon Parish",Vernon Parish,LA,Louisiana,South,West South Central,22115.0
"LA, Washington Parish",Washington Parish,LA,Louisiana,South,West South Central,22117.0
"LA, Webster Parish",Webster Parish,LA,Louisiana,South,West South Central,22119.0
"LA, West Baton Rouge Parish",West Baton Rouge Parish,LA,Louisiana,South,West South Central,22121.0
"LA, West Carroll Parish",West Carroll Parish,LA,Louisiana,South,West South Central,22123.0
"LA, West Feliciana Parish",West Feliciana Parish,LA,Louisiana,South,West South Central,22125.0
"LA, Winn Parish",Winn Parish,LA,Louisiana,South,West South Central,22127.0
"MA, Barnstable County",Barnstable County,MA,Massachusetts,Northeast,New England,25001.0
"MA, Berkshire County",Berkshire County,MA,Massachusetts,Northeast,New England,25003.0
"MA, Bristol County",Bristol County,MA,Massachusetts,Northeast,New England,25005.0
"MA, Dukes County",Dukes County,MA,Massachusetts,Northeast,New England,25007.0
"MA, Essex County",Essex County,MA,Massachusetts,Northeast,New England,25009.0
"MA, Franklin County",Franklin County,MA,Massachusetts,Northeast,New England,25011.0
"MA, Hampden County",Hampden County,MA,Massachusetts,Northeast,New England,25013.0
"MA, Hampshire County",Hampshire County,MA,Massachusetts,Northeast,New England,25015.0
"MA, Middlesex County",Middlesex County,MA,Massachusetts,Northeast,New England,25017.0
"MA, Nantucket County",Nantucket County,MA,Massachusetts,Northeast,New England,25019.0
"MA, Norfolk County",Norfolk County,MA,Massachusetts,Northeast,New England,25021.0
"MA, Plymouth County",Plymouth County,MA,Massachusetts,Northeast,New England,25023.0
"MA, Suffolk County",Suffolk County,MA,Massachusetts,Northeast,New England,25025.0
"MA, Worcester County",Worcester County,MA,Massachusetts,Northeast,New England,25027.0
"MD, Allegany County",Allegany County,MD,Maryland,South,South Atlantic,24001.0
"MD, Anne Arundel County",Anne Arundel County,MD,Maryland,South,South Atlantic,24003.0
"MD, Baltimore County",Baltimore County,MD,Maryland,South,South Atlantic,24005.0
"MD, Baltimore city",Baltimore city,MD,Maryland,South,South Atlantic,24510.0
"MD, Calvert County",Calvert County,MD,Maryland,South,South Atlantic,24009.0
"MD, Caroline County",Caroline County,MD,Maryland,South,South Atlantic,24011.0
"MD, Carroll County",Carroll County,MD,Maryland,South,South Atlantic,24013.0
"MD, Cecil County",Cecil County,MD,Maryland,South,South Atlantic,24015.0
"MD, Charles County",Charles County,MD,Maryland,South,South Atlantic,24017.0
"MD, Dorchester County",Dorchester County,MD,Maryland,South,South Atlantic,24019.0
"MD, Frederick County",Frederick County,MD,Maryland,South,South Atlantic,24021.0
"MD, Garrett County",Garrett County,MD,Maryland,South,South Atlantic,24023.0
"MD, Harford County",Harford County,MD,Maryland,South,South Atlantic,24025.0
"MD, Howard County",Howard County,MD,Maryland,South,South Atlantic,24027.0
"MD, Kent County",Kent County,MD,Maryland,South,South Atlantic,24029.0
"MD, Montgomery County",Montgomery County,MD,Maryland,South,South Atlantic,24031.0
"MD, Prince George's County",Prince George's County,MD,Maryland,South,South Atlantic,24033.0
"MD, Queen Anne's County",Queen Anne's County,MD,Maryland,South,South Atlantic,24035.0
"MD, Somerset County",Somerset County,MD,Maryland,South,South Atlantic,24039.0
"MD, St. Mary's County",St. Mary's County,MD,Maryland,South,South Atlantic,24037.0
"MD, Talbot County",Talbot County,MD,Maryland,South,South Atlantic,24041.0
"MD, Washington County",Washington County,MD,Maryland,South,South Atlantic,24043.0
"MD, Wicomico County",Wicomico County,MD,Maryland,South,South Atlantic,24045.0
"MD, Worcester County",Worcester County,MD,Maryland,South,South Atlantic,24047.0
"ME, Androscoggin County",Androscoggin County,ME,Maine,Northeast,New England,23001.0
"ME, Aroostook County",Aroostook County,ME,Maine,Northeast,New England,23003.0
"ME, Cumberland County",Cumberland County,ME,Maine,Northeast,New England,23005.0
"ME, Franklin County",Franklin County,ME,Maine,Northeast,New England,23007.0
"ME, Hancock County",Hancock County,ME,Maine,Northeast,New England,23009.0
"ME, Kennebec County",Kennebec County,ME,Maine,Northeast,New England,23011.0
"ME, Knox County",Knox County,ME,Maine,Northeast,New England,23013.0
"ME, Lincoln County",Lincoln County,ME,Maine,Northeast,New England,23015.0
"ME, Oxford County",Oxford County,ME,Maine,Northeast,New England,23017.0
"ME, Penobscot County",Penobscot County,ME,Maine,Northeast,New England,23019.0
"ME, Piscataquis County",Piscataquis County,ME,Maine,Northeast,New England,23021.0
"ME, Sagadahoc County",Sagadahoc County,ME,Maine,Northeast,New England,23023.0
"ME, Somerset County",Somerset County,ME,Maine,Northeast,New England,23025.0
"ME, Waldo County",Waldo County,ME,Maine,Northeast,New England,23027.0
"ME, Washington County",Washington County,ME,Maine,Northeast,New England,23029.0
"ME, York County",York County,ME,Maine,Northeast,New England,23031.0
"MI, Alcona County",Alcona County,MI,Michigan,Midwest,East North Central,26001.0
"MI, Alger County",Alger County,MI,Michigan,Midwest,East North Central,26003.0
"MI, Allegan County",Allegan County,MI,Michigan,Midwest,East North Central,26005.0
"MI, Alpena County",Alpena County,MI,Michigan,Midwest,East North Central,26007.0
"MI, Antrim County",Antrim County,MI,Michigan,Midwest,East North Central,26009.0
"MI, Arenac County",Arenac County,MI,Michigan,Midwest,East North Central,26011.0
"MI, Baraga County",Baraga County,MI,Michigan,Midwest,East North Central,26013.0
"MI, Barry County",Barry County,MI,Michigan,Midwest,East North Central,26015.0
"MI, Bay County",Bay County,MI,Michigan,Midwest,East North Central,26017.0
"MI, Benzie County",Benzie County,MI,Michigan,Midwest,East North Central,26019.0
"MI, Berrien County",Berrien County,MI,Michigan,Midwest,East North Central,26021.0
"MI, Branch County",Branch County,MI,Michigan,Midwest,East North Central,26023.0
"MI, Calhoun County",Calhoun County,MI,Michigan,Midwest,East North Central,26025.0
"MI, Cass County",Cass County,MI,Michigan,Midwest,East North Central,26027.0
"MI, Charlevoix County",Charlevoix County,MI,Michigan,Midwest,East North Central,26029.0
"MI, Cheboygan County",Cheboygan County,MI,Michigan,Midwest,East North Central,26031.0
"MI, Chippewa County",Chippewa County,MI,Michigan,Midwest,East North Central,26033.0
"MI, Clare County",Clare County,MI,Michigan,Midwest,East North Central,26035.0
"MI, Clinton County",Clinton County,MI,Michigan,Midwest,East North Central,26037.0
"MI, Crawford County",Crawford County,MI,Michigan,Midwest,East North Central,26039.0
"MI, Delta County",Delta County,MI,Michigan,Midwest,East North Central,26041.0
