long_name,county_name,state_abbr,state_name,region_name,division_name,fips
"AL, Autauga County",Autauga County,AL,Alabama,South,East South Central,1001.0
"AL, Baldwin County",Baldwin County,AL,Alabama,South,East South Central,1003.0
"AL, Barbour County",Barbour County,AL,Alabama,South,East South Central,1005.0
"AL, Bibb County",Bibb County,AL,Alabama,South,East South Central,1007.0
"AL, Blount County",Blount County,AL,Alabama,South,East South Central,1009.0
"AL, Bullock County",Bullock County,AL,Alabama,South,East South Central,1011.0
"AL, Butler County",Butler County,AL,Alabama,South,East South Central,1013.0
"AL, Calhoun County",Calhoun County,AL,Alabama,South,East South Central,1015.0
"AL, Chambers County",Chambers County,AL,Alabama,South,East South Central,1017.0
"AL, Cherokee County",Cherokee County,AL,Alabama,South,East South Central,1019.0
"AL, Chilton County",Chilton County,AL,Alabama,South,East South Central,1021.0
"AL, Choctaw County",Choctaw County,AL,Alabama,South,East South Central,1023.0
"AL, Clarke County",Clarke County,AL,Alabama,South,East South Central,1025.0
"AL, Clay County",Clay County,AL,Alabama,South,East South Central,1027.0
"AL, Cleburne County",Cleburne County,AL,Alabama,South,East South Central,1029.0
"AL, Coffee County",Coffee County,AL,Alabama,South,East South Central,1031.0
"AL, Colbert County",Colbert County,AL,Alabama,South,East South Central,1033.0
"AL, Conecuh County",Conecuh County,AL,Alabama,South,East South Central,1035.0
"AL, Coosa County",Coosa County,AL,Alabama,South,East South Central,1037.0
"AL, Covington County",Covington County,AL,Alabama,South,East South Central,1039.0
"AL, Crenshaw County",Crenshaw County,AL,Alabama,South,East South Central,1041.0
"AL, Cullman County",Cullman County,AL,Alabama,South,East South Central,1043.0
"AL, Dale County",Dale County,AL,Alabama,South,East South Central,1045.0
"AL, Dallas County",Dallas County,AL,Alabama,South,East South Central,1047.0
"AL, DeKalb County",DeKalb County,AL,Alabama,South,East South Central,1049.0
"AL, Elmore County",Elmore County,AL,Alabama,South,East South Central,1051.0
"AL, Escambia County",Escambia County,AL,Alabama,South,East South Central,1053.0
"AL, Etowah County",Etowah County,AL,Alabama,South,East South Central,1055.0
"AL, Fayette County",Fayette County,AL,Alabama,South,East South Central,1057.0
"AL, Franklin County",Franklin County,AL,Alabama,South,East South Central,1059.0
"AL, Geneva County",Geneva County,AL,Alabama,South,East South Central,1061.0
"AL, Greene County",Greene County,AL,Alabama,South,East South Central,1063.0
"AL, Hale County",Hale County,AL,Alabama,South,East South Central,1065.0
"AL, Henry County",Henry County,AL,Alabama,South,East South Central,1067.0
"AL, Houston County",Houston County,AL,Alabama,South,East South Central,1069.0
"AL, Jackson County",Jackson County,AL,Alabama,South,East South Central,1071.0
"AL, Jefferson County",Jefferson County,AL,Alabama,South,East South Central,1073.0
"AL, Lamar County",Lamar County,AL,Alabama,South,East South Central,1075.0
"AL, Lauderdale County",Lauderdale County,AL,Alabama,South,East South Central,1077.0
"AL, Lawrence County",Lawrence County,AL,Alabama,South,East South Central,1079.0
"AL, Lee County",Lee County,AL,Alabama,South,East South Central,1081.0
"AL, Limestone County",Limestone County,AL,Alabama,South,East South Central,1083.0
"AL, Lowndes County",Lowndes County,AL,Alabama,South,East South Central,1085.0
"AL, Macon County",Macon County,AL,Alabama,South,East South Central,1087.0
"AL, Madison County",Madison County,AL,Alabama,South,East South Central,1089.0
"AL, Marengo County",Marengo County,AL,Alabama,South,East South Central,1091.0
"AL, Marion County",Marion County,AL,Alabama,South,East South Central,1093.0
"AL, Marshall County",Marshall County,AL,Alabama,South,East South Central,1095.0
"AL, Mobile County",Mobile County,AL,Alabama,South,East South Central,1097.0
"AL, Monroe County",Monroe County,AL,Alabama,South,East South Central,1099.0
"AL, Montgomery County",Montgomery County,AL,Alabama,South,East South Central,1101.0
"AL, Morgan County",Morgan County,AL,Alabama,South,East South Central,1103.0
"AL, Perry County",Perry County,AL,Alabama,South,East South Central,1105.0
"AL, Pickens County",Pickens County,AL,Alabama,South,East South Central,1107.0
"AL, Pike County",Pike County,AL,Alabama,South,East South Central,1109.0
"AL, Randolph County",Randolph County,AL,Alabama,South,East South Central,1111.0
"AL, Russell County",Russell County,AL,Alabama,South,East South Central,1113.0
"AL, Shelby County",Shelby County,AL,Alabama,South,East South Central,1117.0
"AL, St. Clair County",St. Clair County,AL,Alabama,South,East South Central,1115.0
"AL, Sumter County",Sumter County,AL,Alabama,South,East South Central,1119.0
"AL, Talladega County",Talladega County,AL,Alabama,South,East South Central,1121.0
"AL, Tallapoosa County",Tallapoosa County,AL,Alabama,South,East South Central,1123.0
"AL, Tuscaloosa County",Tuscaloosa County,AL,Alabama,South,East South Central,1125.0
"AL, Walker County",Walker County,AL,Alabama,South,East South Central,1127.0
"AL, Washington County",Washington County,AL,Alabama,South,East South Central,1129.0
"AL, Wilcox County",Wilcox County,AL,Alabama,South,East South Central,1131.0
"AL, Winston County",Winston County,AL,Alabama,South,East South Central,1133.0
"AR, Arkansas County",Arkansas County,AR,Arkansas,South,West South Central,5001.0
"AR, Ashley County",Ashley County,AR,Arkansas,South,West South Central,5003.0
"AR, Baxter County",Baxter County,AR,Arkansas,South,West South Central,5005.0
"AR, Benton County",Benton County,AR,Arkansas,South,West South Central,5007.0
"AR, Boone County",Boone County,AR,Arkansas,South,West South Central,5009.0
"AR, Bradley County",Bradley County,AR,Arkansas,South,West South Central,5011.0
"AR, Calhoun County",Calhoun County,AR,Arkansas,South,West South Central,5013.0
"AR, Carroll County",Carroll County,AR,Arkansas,South,West South Central,5015.0
"AR, Chicot County",Chicot County,AR,Arkansas,South,West South Central,5017.0
"AR, Clark County",Clark County,AR,Arkansas,South,West South Central,5019.0
"AR, Clay County",Clay County,AR,Arkansas,South,West South Central,5021.0
"AR, Cleburne County",Cleburne County,AR,Arkansas,South,West South Central,5023.0
"AR, Cleveland County",Cleveland County,AR,Arkansas,South,West South Central,5025.0
"AR, Columbia County",Columbia County,AR,Arkansas,South,West South Central,5027.0
"AR, Conway County",Conway County,AR,Arkansas,South,West South Central,5029.0
"AR, Craighead County",Craighead County,AR,Arkansas,South,West South Central,5031.0
"AR, Crawford County",Crawford County,AR,Arkansas,South,West South Central,5033.0
"AR, Crittenden County",Crittenden County,AR,Arkansas,South,West South Central,5035.0
"AR, Cross County",Cross County,AR,Arkansas,South,West South Central,5037.0
"AR, Dallas County",Dallas County,AR,Arkansas,South,West South Central,5039.0
"AR, Desha County",Desha County,AR,Arkansas,South,West South Central,5041.0
"AR, Drew County",Drew County,AR,Arkansas,South,West South Central,5043.0
"AR, Faulkner County",Faulkner County,AR,Arkansas,South,West South Central,5045.0
"AR, Franklin County",Franklin County,AR,Arkansas,South,West South Central,5047.0
"AR, Fulton County",Fulton County,AR,Arkansas,South,West South Central,5049.0
"AR, Garland County",Garland County,AR,Arkansas,South,West South Central,5051.0
"AR, Grant County",Grant County,AR,Arkansas,South,West South Central,5053.0
"AR, Greene County",Greene County,AR,Arkansas,South,West South Central,5055.0
"AR, Hempstead County",Hempstead County,AR,Arkansas,South,West South Central,5057.0
"AR, Hot Spring County",Hot Spring County,AR,Arkansas,South,West South Central,5059.0
"AR, Howard County",Howard County,AR,Arkansas,South,West South Central,5061.0
"AR, Independence County",Independence County,AR,Arkansas,South,West South Central,5063.0
"AR, Izard County",Izard County,AR,Arkansas,South,West South Central,5065.0
"AR, Jackson County",Jackson County,AR,Arkansas,South,West South Central,5067.0
"AR, Jefferson County",Jefferson County,AR,Arkansas,South,West South Central,5069.0
"AR, Johnson County",Johnson County,AR,Arkansas,South,West South Central,5071.0
"AR, Lafayette County",Lafayette County,AR,Arkansas,South,West South Central,5073.0
"AR, Lawrence County",Lawrence County,AR,Arkansas,South,West South Central,5075.0
"AR, Lee County",Lee County,AR,Arkansas,South,West South Central,5077.0
"AR, Lincoln County",Lincoln County,AR,Arkansas,South,West South Central,5079.0
"AR, Little River County",Little River County,AR,Arkansas,South,West South Central,5081.0
"AR, Logan County",Logan County,AR,Arkansas,South,West South Central,5083.0
"AR, Lonoke County",Lonoke County,AR,Arkansas,South,West South Central,5085.0
"AR, Madison County",Madison County,AR,Arkansas,South,West South Central,5087.0
"AR, Marion County",Marion County,AR,Arkansas,South,West South Central,5089.0
"AR, Miller County",Miller County,AR,Arkansas,South,West South Central,5091.0
"AR, Mississippi County",Mississippi County,AR,Arkansas,South,West South Central,5093.0
"AR, Monroe County",Monroe County,AR,Arkansas,South,West South Central,5095.0
"AR, Montgomery County",Montgomery County,AR,Arkansas,South,West South Central,5097.0
"AR, Nevada County",Nevada County,AR,Arkansas,South,West South Central,5099.0
"AR, Newton County",Newton County,AR,Arkansas,South,West South Central,5101.0
"AR, Ouachita County",Ouachita County,AR,Arkansas,South,West South Central,5103.0
"AR, Perry County",Perry County,AR,Arkansas,South,West South Central,5105.0
"AR, Phillips County",Phillips County,AR,Arkansas,South,West South Central,5107.0
"AR, Pike County",Pike County,AR,Arkansas,South,West South Central,5109.0
"AR, Poinsett County",Poinsett County,AR,Arkansas,South,West South Central,5111.0
"AR, Polk County",Polk County,AR,Arkansas,South,West South Central,5113.0
"AR, Pope County",Pope County,AR,Arkansas,South,West South Central,5115.0
"AR, Prairie County",Prairie County,AR,Arkansas,South,West South Central,5117.0
"AR, Pulaski County",Pulaski County,AR,Arkansas,South,West South Central,5119.0
"AR, Randolph County",Randolph County,AR,Arkansas,South,West South Central,5121.0
"AR, Saline County",Saline County,AR,Arkansas,South,West South Central,5125.0
"AR, Scott County",Scott County,AR,Arkansas,South,West South Central,5127.0
"AR, Searcy County",Searcy County,AR,Arkansas,South,West South Central,5129.0
"AR, Sebastian County",Sebastian County,AR,Arkansas,South,West South Central,5131.0
"AR, Sevier County",Sevier County,AR,Arkansas,South,West South Central,5133.0
"AR, Sharp County",Sharp County,AR,Arkansas,South,West South Central,5135.0
"AR, St. Francis County",St. Francis County,AR,Arkansas,South,West South Central,5123.0
"AR, Stone County",Stone County,AR,Arkansas,South,West South Central,5137.0
"AR, Union County",Union County,AR,Arkansas,South,West South Central,5139.0
"AR, Van Buren County",Van Buren County,AR,Arkansas,South,West South Central,5141.0
"AR, Washington County",Washington County,AR,Arkansas,South,West South Central,5143.0
"AR, White County",White County,AR,Arkansas,South,West South Central,5145.0
"AR, Woodruff County",Woodruff County,AR,Arkansas,South,West South Central,5147.0
"AR, Yell County",Yell County,AR,Arkansas,South,West South Central,5149.0
"AZ, Apache County",Apache County,AZ,Arizona,West,Mountain,4001.0
"AZ, Cochise County",Cochise County,AZ,Arizona,West,Mountain,4003.0
"AZ, Coconino County",Coconino County,AZ,Arizona,West,Mountain,4005.0
"AZ, Gila County",Gila County,AZ,Arizona,West,Mountain,4007.0
"AZ, Graham County",Graham County,AZ,Arizona,West,Mountain,4009.0
"AZ, Greenlee County",Greenlee County,AZ,Arizona,West,Mountain,4011.0
"AZ, La Paz County",La Paz County,AZ,Arizona,West,Mountain,4012.0
"AZ, Maricopa County",Maricopa County,AZ,Arizona,West,Mountain,4013.0
"AZ, Mohave County",Mohave County,AZ,Arizona,West,Mountain,4015.0
"AZ, Navajo County",Navajo County,AZ,Arizona,West,Mountain,4017.0
"AZ, Pima County",Pima County,AZ,Arizona,West,Mountain,4019.0
"AZ, Pinal County",Pinal County,AZ,Arizona,West,Mountain,4021.0
"AZ, Santa Cruz County",Santa Cruz County,AZ,Arizona,West,Mountain,4023.0
"AZ, Yavapai County",Yavapai County,AZ,Arizona,West,Mountain,4025.0
"AZ, Yuma County",Yuma County,AZ,Arizona,West,Mountain,4027.0
"CA, Alameda County",Alameda County,CA,California,West,Pacific,6001.0
"CA, Alpine County",Alpine County,CA,California,West,Pacific,6003.0
"CA, Amador County",Amador County,CA,California,West,Pacific,6005.0
"CA, Butte County",Butte County,CA,California,West,Pacific,6007.0
"CA, Calaveras County",Calaveras County,CA,California,West,Pacific,6009.0
"CA, Colusa County",Colusa County,CA,California,West,Pacific,6011.0
"CA, Contra Costa County",Contra Costa County,CA,California,West,Pacific,6013.0
"CA, Del Norte County",Del Norte County,CA,California,West,Pacific,6015.0
"CA, El Dorado County",El Dorado County,CA,California,West,Pacific,6017.0
"CA, Fresno County",Fresno County,CA,California,West,Pacific,6019.0
"CA, Glenn County",Glenn County,CA,California,West,Pacific,6021.0
"CA, Humboldt County",Humboldt County,CA,California,West,Pacific,6023.0
"CA, Imperial County",Imperial County,CA,California,West,Pacific,6025.0
"CA, Inyo County",Inyo County,CA,California,West,Pacific,6027.0
"CA, Kern County",Kern County,CA,California,West,Pacific,6029.0
"CA, Kings County",Kings County,CA,California,West,Pacific,6031.0
"CA, Lake County",Lake County,CA,California,West,Pacific,6033.0
"CA, Lassen County",Lassen County,CA,California,West,Pacific,6035.0
"CA, Los Angeles County",Los Angeles County,CA,California,West,Pacific,6037.0
"CA, Madera County",Madera County,CA,California,West,Pacific,6039.0
"CA, Marin County",Marin County,CA,California,West,Pacific,6041.0
"CA, Mariposa County",Mariposa County,CA,California,West,Pacific,6043.0
"CA, Mendocino County",Mendocino County,CA,California,West,Pacific,6045.0
"CA, Merced County",Merced County,CA,California,West,Pacific,6047.0
"CA, Modoc County",Modoc County,CA,California,West,Pacific,6049.0
"CA, Mono County",Mono County,CA,California,West,Pacific,6051.0
"CA, Monterey County",Monterey County,CA,California,West,Pacific,6053.0
"CA, Napa County",Napa County,CA,California,West,Pacific,6055.0
"CA, Nevada County",Nevada County,CA,California,West,Pacific,6057.0
"CA, Orange County",Orange County,CA,California,West,Pacific,6059.0
"CA, Placer County",Placer County,CA,California,West,Pacific,6061.0
"CA, Plumas County",Plumas County,CA,California,West,Pacific,6063.0
"CA, Riverside County",Riverside County,CA,California,West,Pacific,6065.0
"CA, Sacramento County",Sacramento County,CA,California,West,Pacific,6067.0
"CA, San Benito County",San Benito County,CA,California,West,Pacific,6069.0
"CA, San Bernardino County",San Bernardino County,CA,California,West,Pacific,6071.0
"CA, San Diego County",San Diego County,CA,California,West,Pacific,6073.0
"CA, San Francisco County",San Francisco County,CA,California,West,Pacific,6075.0
"CA, San Joaquin County",San Joaquin County,CA,California,West,Pacific,6077.0
"CA, San Luis Obispo County",San Luis Obispo County,CA,California,West,Pacific,6079.0
"CA, San Mateo County",San Mateo County,CA,California,West,Pacific,6081.0
"CA, Santa Barbara County",Santa Barbara County,CA,California,West,Pacific,6083.0
"CA, Santa Clara County",Santa Clara County,CA,California,West,Pacific,6085.0
"CA, Santa Cruz County",Santa Cruz County,CA,California,West,Pacific,6087.0
"CA, Shasta County",Shasta County,CA,California,West,Pacific,6089.0
"CA, Sierra County",Sierra County,CA,California,West,Pacific,6091.0
"CA, Siskiyou County",Siskiyou County,CA,California,West,Pacific,6093.0
"CA, Solano County",Solano County,CA,California,West,Pacific,6095.0
"CA, Sonoma County",Sonoma County,CA,California,West,Pacific,6097.0
"CA, Stanislaus County",Stanislaus County,CA,California,West,Pacific,6099.0
"CA, Sutter County",Sutter County,CA,California,West,Pacific,6101.0
"CA, Tehama County",Tehama County,CA,California,West,Pacific,6103.0
"CA, Trinity County",Trinity County,CA,California,West,Pacific,6105.0
"CA, Tulare County",Tulare County,CA,California,West,Pacific,6107.0
"CA, Tuolumne County",Tuolumne County,CA,California,West,Pacific,6109.0
"CA, Ventura County",Ventura County,CA,California,West,Pacific,6111.0
"CA, Yolo County",Yolo County,CA,California,West,Pacific,6113.0
"CA, Yuba County",Yuba County,CA,California,West,Pacific,6115.0
"CO, Adams County",Adams County,CO,Colorado,West,Mountain,8001.0
"CO, Alamosa County",Alamosa County,CO,Colorado,West,Mountain,8003.0
"CO, Arapahoe County",Arapahoe County,CO,Colorado,West,Mountain,8005.0
"CO, Archuleta County",Archuleta County,CO,Colorado,West,Mountain,8007.0
"CO, Baca County",Baca County,CO,Colorado,West,Mountain,8009.0
"CO, Bent County",Bent County,CO,Colorado,West,Mountain,8011.0
"CO, Boulder County",Boulder County,CO,Colorado,West,Mountain,8013.0
"CO, Broomfield County",Broomfield County,CO,Colorado,West,Mountain,8014.0
"CO, Chaffee County",Chaffee County,CO,Colorado,West,Mountain,8015.0
"CO, Cheyenne County",Cheyenne County,CO,Colorado,West,Mountain,8017.0
"CO, Clear Creek County",Clear Creek County,CO,Colorado,West,Mountain,8019.0
"CO, Conejos County",Conejos County,CO,Colorado,West,Mountain,8021.0
"CO, Costilla County",Costilla County,CO,Colorado,West,Mountain,8023.0
"CO, Crowley County",Crowley County,CO,Colorado,West,Mountain,8025.0
"CO, Custer County",Custer County,CO,Colorado,West,Mountain,8027.0
"CO, Delta County",Delta County,CO,Colorado,West,Mountain,8029.0
"CO, Denver County",Denver County,CO,Colorado,West,Mountain,8031.0
"CO, Dolores County",Dolores County,CO,Colorado,West,Mountain,8033.0
"CO, Douglas County",Douglas County,CO,Colorado,West,Mountain,8035.0
"CO, Eagle County",Eagle County,CO,Colorado,West,Mountain,8037.0
"CO, El Paso County",El Paso County,CO,Colorado,West,Mountain,8041.0
"CO, Elbert County",Elbert County,CO,Colorado,West,Mountain,8039.0
"CO, Fremont County",Fremont County,CO,Colorado,West,Mountain,8043.0
"CO, Garfield County",Garfield County,CO,Colorado,West,Mountain,8045.0
"CO, Gilpin County",Gilpin County,CO,Colorado,West,Mountain,8047.0
"CO, Grand County",Grand County,CO,Colorado,West,Mountain,8049.0
"CO, Gunnison County",Gunnison County,CO,Colorado,West,Mountain,8051.0
"CO, Hinsdale County",Hinsdale County,CO,Colorado,West,Mountain,8053.0
"CO, Huerfano County",Huerfano County,CO,Colorado,West,Mountain,8055.0
"CO, Jackson County",Jackson County,CO,Colorado,West,Mountain,8057.0
"CO, Jefferson County",Jefferson County,CO,Colorado,West,Mountain,8059.0
"CO, Kiowa County",Kiowa County,CO,Colorado,West,Mountain,8061.0
"CO, Kit Carson County",Kit Carson County,CO,Colorado,West,Mountain,8063.0
"CO, La Plata County",La Plata County,CO,Colorado,West,Mountain,8067.0
"CO, Lake County",Lake County,CO,Colorado,West,Mountain,8065.0
"CO, Larimer County",Larimer County,CO,Colorado,West,Mountain,8069.0
"CO, Las Animas County",Las Animas County,CO,Colorado,West,Mountain,8071.0
"CO, Lincoln County",Lincoln County,CO,Colorado,West,Mountain,8073.0
"CO, Logan County",Logan County,CO,Colorado,West,Mountain,8075.0
"CO, Mesa County",Mesa County,CO,Colorado,West,Mountain,8077.0
"CO, Mineral County",Mineral County,CO,Colorado,West,Mountain,8079.0
"CO, Moffat County",Moffat County,CO,Colorado,West,Mountain,8081.0
"CO, Montezuma County",Montezuma County,CO,Colorado,West,Mountain,8083.0
"CO, Montrose County",Montrose County,CO,Colorado,West,Mountain,8085.0
"CO, Morgan County",Morgan County,CO,Colorado,West,Mountain,8087.0
"CO, Otero County",Otero County,CO,Colorado,West,Mountain,8089.0
"CO, Ouray County",Ouray County,CO,Colorado,West,Mountain,8091.0
"CO, Park County",Park County,CO,Colorado,West,Mountain,8093.0
"CO, Phillips County",Phillips County,CO,Colorado,West,Mountain,8095.0
"CO, Pitkin County",Pitkin County,CO,Colorado,West,Mountain,8097.0
"CO, Prowers County",Prowers County,CO,Colorado,West,Mountain,8099.0
"CO, Pueblo County",Pueblo County,CO,Colorado,West,Mountain,8101.0
"CO, Rio Blanco County",Rio Blanco County,CO,Colorado,West,Mountain,8103.0
"CO, Rio Grande County",Rio Grande County,CO,Colorado,West,Mountain,8105.0
"CO, Routt County",Routt County,CO,Colorado,West,Mountain,8107.0
"CO, Saguache County",Saguache County,CO,Colorado,West,Mountain,8109.0
"CO, San Juan County",San Juan County,CO,Colorado,West,Mountain,8111.0
"CO, San Miguel County",San Miguel County,CO,Colorado,West,Mountain,8113.0
"CO, Sedgwick County",Sedgwick County,CO,Colorado,West,Mountain,8115.0
"CO, Summit County",Summit County,CO,Colorado,West,Mountain,8117.0
"CO, Teller County",Teller County,CO,Colorado,West,Mountain,8119.0
"CO, Washington County",Washington County,CO,Colorado,West,Mountain,8121.0
"CO, Weld County",Weld County,CO,Colorado,West,Mountain,8123.0
"CO, Yuma County",Yuma County,CO,Colorado,West,Mountain,8125.0
"CT, Fairfield County",Fairfield County,CT,Connecticut,Northeast,New England,9001.0
"CT, Hartford County",Hartford County,CT,Connecticut,Northeast,New England,9003.0
"CT, Litchfield County",Litchfield County,CT,Connecticut,Northeast,New England,9005.0
"CT, Middlesex County",Middlesex County,CT,Connecticut,Northeast,New England,9007.0
"CT, New Haven County",New Haven County,CT,Connecticut,Northeast,New England,9009.0
"CT, New London County",New London County,CT,Connecticut,Northeast,New England,9011.0
"CT, Tolland County",Tolland County,CT,Connecticut,Northeast,New England,9013.0
"CT, Windham County",Windham County,CT,Connecticut,Northeast,New England,9015.0
"DC, District of Columbia",District of Columbia,DC,District of Columbia,South,South Atlantic,11001.0
"DE, Kent County",Kent County,DE,Delaware,South,South Atlantic,10001.0
"DE, New Castle County",New Castle County,DE,Delaware,South,South Atlantic,10003.0
"DE, Sussex County",Sussex County,DE,Delaware,South,South Atlantic,10005.0
"FL, Alachua County",Alachua County,FL,Florida,South,South Atlantic,12001.0
"FL, Baker County",Baker County,FL,Florida,South,South Atlantic,12003.0
"FL, Bay County",Bay County,FL,Florida,South,South Atlantic,12005.0
"FL, Bradford County",Bradford County,FL,Florida,South,South Atlantic,12007.0
"FL, Brevard County",Brevard County,FL,Florida,South,South Atlantic,12009.0
"FL, Broward County",Broward County,FL,Florida,South,South Atlantic,12011.0
"FL, Calhoun County",Calhoun County,FL,Florida,South,South Atlantic,12013.0
"FL, Charlotte County",Charlotte County,FL,Florida,South,South Atlantic,12015.0
"FL, Citrus County",Citrus County,FL,Florida,South,South Atlantic,12017.0
"FL, Clay County",Clay County,FL,Florida,South,South Atlantic,12019.0
"FL, Collier County",Collier County,FL,Florida,South,South Atlantic,12021.0
"FL, Columbia County",Columbia County,FL,Florida,South,South Atlantic,12023.0
"FL, DeSoto County",DeSoto County,FL,Florida,South,South Atlantic,12027.0
"FL, Dixie County",Dixie County,FL,Florida,South,South Atlantic,12029.0
"FL, Duval County",Duval County,FL,Florida,South,South Atlantic,12031.0
"FL, Escambia County",Escambia County,FL,Florida,South,South Atlantic,12033.0
"FL, Flagler County",Flagler County,FL,Florida,South,South Atlantic,12035.0
"FL, Franklin County",Franklin County,FL,Florida,South,South Atlantic,12037.0
"FL, Gadsden County",Gadsden County,FL,Florida,South,South Atlantic,12039.0
"FL, Gilchrist County",Gilchrist County,FL,Florida,South,South Atlantic,12041.0
"FL, Glades County",Glades County,FL,Florida,South,South Atlantic,12043.0
"FL, Gulf County",Gulf County,FL,Florida,South,South Atlantic,12045.0
"FL, Hamilton County",Hamilton County,FL,Florida,South,South Atlantic,12047.0
"FL, Hardee County",Hardee County,FL,Florida,South,South Atlantic,12049.0
"FL, Hendry County",Hendry County,FL,Florida,South,South Atlantic,12051.0
"FL, Hernando County",Hernando County,FL,Florida,South,South Atlantic,12053.0
"FL, Highlands County",Highlands County,FL,Florida,South,South Atlantic,12055.0
"FL, Hillsborough County",Hillsborough County,FL,Florida,South,South Atlantic,12057.0
"FL, Holmes County",Holmes County,FL,Florida,South,South Atlantic,12059.0
"FL, Indian River County",Indian River County,FL,Florida,South,South Atlantic,12061.0
"FL, Jackson County",Jackson County,FL,Florida,South,South Atlantic,12063.0
"FL, Jefferson County",Jefferson County,FL,Florida,South,South Atlantic,12065.0
"FL, Lafayette County",Lafayette County,FL,Florida,South,South Atlantic,12067.0
"FL, Lake County",Lake County,FL,Florida,South,South Atlantic,12069.0
"FL, Lee County",Lee County,FL,Florida,South,South Atlantic,12071.0
"FL, Leon County",Leon County,FL,Florida,South,South Atlantic,12073.0
"FL, Levy County",Levy County,FL,Florida,South,South Atlantic,12075.0
"FL, Liberty County",Liberty County,FL,Florida,South,South Atlantic,12077.0
"FL, Madison County",Madison County,FL,Florida,South,South Atlantic,12079.0
"FL, Manatee County",Manatee County,FL,Florida,South,South Atlantic,12081.0
"FL, Marion County",Marion County,FL,Florida,South,South Atlantic,12083.0
"FL, Martin County",Martin County,FL,Florida,South,South Atlantic,12085.0
"FL, Miami-Dade County",Miami-Dade County,FL,Florida,South,South Atlantic,12086.0
"FL, Monroe County",Monroe County,FL,Florida,South,South Atlantic,12087.0
"FL, Nassau County",Nassau County,FL,Florida,South,South Atlantic,12089.0
"FL, Okaloosa County",Okaloosa County,FL,Florida,South,South Atlantic,12091.0
"FL, Okeechobee County",Okeechobee County,FL,Florida,South,South Atlantic,12093.0
"FL, Orange County",Orange County,FL,Florida,South,South Atlantic,12095.0
"FL, Osceola County",Osceola County,FL,Florida,South,South Atlantic,12097.0
"FL, Palm Beach County",Palm Beach County,FL,Florida,South,South Atlantic,12099.0
"FL, Pasco County",Pasco County,FL,Florida,South,South Atlantic,12101.0
"FL, Pinellas County",Pinellas County,FL,Florida,South,South Atlantic,12103.0
"FL, Polk County",Polk County,FL,Florida,South,South Atlantic,12105.0
"FL, Putnam County",Putnam County,FL,Florida,South,South Atlantic,12107.0
"FL, Santa Rosa County",Santa Rosa County,FL,Florida,South,South Atlantic,12113.0
"FL, Sarasota County",Sarasota County,FL,Florida,South,South Atlantic,12115.0
"FL, Seminole County",Seminole County,FL,Florida,South,South Atlantic,12117.0
"FL, St. Johns County",St. Johns County,FL,Florida,South,South Atlantic,12109.0
"FL, St. Lucie County",St. Lucie County,FL,Florida,South,South Atlantic,12111.0
"FL, Sumter County",Sumter County,FL,Florida,South,South Atlantic,12119.0
"FL, Suwannee County",Suwannee County,FL,Florida,South,South Atlantic,12121.0
"FL, Taylor County",Taylor County,FL,Florida,South,South Atlantic,12123.0
"FL, Union County",Union County,FL,Florida,South,South Atlantic,12125.0
"FL, Volusia County",Volusia County,FL,Florida,South,South Atlantic,12127.0
"FL, Wakulla County",Wakulla County,FL,Florida,South,South Atlantic,12129.0
"FL, Walton County",Walton County,FL,Florida,South,South Atlantic,12131.0
"FL, Washington County",Washington County,FL,Florida,South,South Atlantic,12133.0
"GA, Appling County",Appling County,GA,Georgia,South,South Atlantic,13001.0
"GA, Atkinson County",Atkinson County,GA,Georgia,South,South Atlantic,13003.0
"GA, Bacon County",Bacon County,GA,Georgia,South,South Atlantic,13005.0
"GA, Baker County",Baker County,GA,Georgia,South,South Atlantic,13007.0
"GA, Baldwin County",Baldwin County,GA,Georgia,South,South Atlantic,13009.0
"GA, Banks County",Banks County,GA,Georgia,South,South Atlantic,13011.0
"GA, Barrow County",Barrow County,GA,Georgia,South,South Atlantic,13013.0
"GA, Bartow County",Bartow County,GA,Georgia,South,South Atlantic,13015.0
"GA, Ben Hill County",Ben Hill County,GA,Georgia,South,South Atlantic,13017.0
"GA, Berrien County",Berrien County,GA,Georgia,South,South Atlantic,13019.0
"GA, Bibb County",Bibb County,GA,Georgia,South,South Atlantic,13021.0
"GA, Bleckley County",Bleckley County,GA,Georgia,South,South Atlantic,13023.0
"GA, Brantley County",Brantley County,GA,Georgia,South,South Atlantic,13025.0
"GA, Brooks County",Brooks County,GA,Georgia,South,South Atlantic,13027.0
"GA, Bryan County",Bryan County,GA,Georgia,South,South Atlantic,13029.0
"GA, Bulloch County",Bulloch County,GA,Georgia,South,South Atlantic,13031.0
"GA, Burke County",Burke County,GA,Georgia,South,South Atlantic,13033.0
"GA, Butts County",Butts County,GA,Georgia,South,South Atlantic,13035.0
"GA, Calhoun County",Calhoun County,GA,Georgia,South,South Atlantic,13037.0
"GA, Camden County",Camden County,GA,Georgia,South,South Atlantic,13039.0
"GA, Candler County",Candler County,GA,Georgia,South,South Atlantic,13043.0
"GA, Carroll County",Carroll County,GA,Georgia,South,South Atlantic,13045.0
"GA, Catoosa County",Catoosa County,GA,Georgia,South,South Atlantic,13047.0
"GA, Charlton County",Charlton County,GA,Georgia,South,South Atlantic,13049.0
"GA, Chatham County",Chatham County,GA,Georgia,South,South Atlantic,13051.0
